Name,Score,Event 1 Result,Event 1 Rank,Event 1 Score,Event 1 Std Dev,Event 1 Mean,Event 1 Standout,Event 1 Est Result,Event 1 Est Std Dev,Event 1 Est Mean,Event 1 Est Standout,Event 2 Result,Event 2 Rank,Event 2 Score,Event 2 Std Dev,Event 2 Mean,Event 2 Standout,Event 2 Est Result,Event 2 Est Std Dev,Event 2 Est Mean,Event 2 Est Standout,Event 3 Result,Event 3 Rank,Event 3 Score,Event 3 Std Dev,Event 3 Mean,Event 3 Standout,Event 3 Est Result,Event 3 Est Std Dev,Event 3 Est Mean,Event 3 Est Standout,Event 4 Result,Event 4 Rank,Event 4 Score,Event 4 Std Dev,Event 4 Mean,Event 4 Standout,Event 4 Est Result,Event 4 Est Std Dev,Event 4 Est Mean,Event 4 Est Standout,Event 5 Result,Event 5 Rank,Event 5 Score,Event 5 Std Dev,Event 5 Mean,Event 5 Standout,Event 5 Est Result,Event 5 Est Std Dev,Event 5 Est Mean,Event 5 Est Standout,Event 6 Result,Event 6 Rank,Event 6 Score,Event 6 Std Dev,Event 6 Mean,Event 6 Standout,Event 6 Est Result,Event 6 Est Std Dev,Event 6 Est Mean,Event 6 Est Standout,Event 7 Result,Event 7 Rank,Event 7 Score,Event 7 Std Dev,Event 7 Mean,Event 7 Standout,Event 7 Est Result,Event 7 Est Std Dev,Event 7 Est Mean,Event 7 Est Standout
Brian Rottman,1030,3:13.7,222,222,21.53,3:04.54,-0.43,3:13.7,21.53,3:04.54,-0.43,10:56.0,210,210,1:38.95,10:20.94,-0.35,10:56,1:58.79,10:34.97,-0.18,C+117,251,251,34.94,25:36.09,,32:25,2:17.38,30:44.56,-0.73,2:13.3,91,91,24,2:19.73,0.27,2:13.3,34.24,2:37.26,0.7,245,121,121,18.35,241.5,0.19,245.0,18.35,241.5,0.19,14:29.9,130,130,1:16.23,13:53.46,-0.48,14:29.9,1:35.89,14:45.35,0.16,1:18.9,5,5,39.85,1:56.3,0.94,1:18.9,44.34,1:57.86,0.88
Bobby Noyce,1033,2:50.7,89,89,21.53,3:04.54,0.64,2:50.7,21.53,3:04.54,0.64,10:03.2,147,147,1:38.95,10:20.94,0.18,10:03.2,1:58.79,10:34.97,0.27,C+26,18,18,34.94,25:36.09,,27:18,2:17.38,30:44.56,1.5,2:04.9,63,63,24,2:19.73,0.62,2:04.9,34.24,2:37.26,0.94,241,145,145,18.35,241.5,-0.03,241.0,18.35,241.5,-0.03,C+5,256,256,1:16.23,13:53.46,,16:05,1:35.89,14:45.35,-0.83,4:40.6,315,315,39.85,1:56.3,-4.12,4:40.6,44.34,1:57.86,-3.67
Pete Shaw,1040,2:53.8,113,113,21.53,3:04.54,0.5,2:53.8,21.53,3:04.54,0.5,11:34.0,243,243,1:38.95,10:20.94,-0.74,11:34,1:58.79,10:34.97,-0.5,C+75,106,106,34.94,25:36.09,,29:45,2:17.38,30:44.56,0.43,2:35.7,150,150,24,2:19.73,-0.67,2:35.7,34.24,2:37.26,0.05,227,231,231,18.35,241.5,-0.79,227.0,18.35,241.5,-0.79,13:19.2,73,73,1:16.23,13:53.46,0.45,13:19.2,1:35.89,14:45.35,0.9,1:35.9,124,124,39.85,1:56.3,0.51,1:35.9,44.34,1:57.86,0.5
Nickolas Pappas,1048,2:58.6,142,142,21.53,3:04.54,0.28,2:58.6,21.53,3:04.54,0.28,10:05.4,149,149,1:38.95,10:20.94,0.16,10:05.4,1:58.79,10:34.97,0.25,C+98,183,183,34.94,25:36.09,,30:54,2:17.38,30:44.56,-0.07,2:13.4,93,93,24,2:19.73,0.26,2:13.4,34.24,2:37.26,0.7,246,114,114,18.35,241.5,0.25,246.0,18.35,241.5,0.25,14:33.5,135,135,1:16.23,13:53.46,-0.53,14:33.5,1:35.89,14:45.35,0.12,2:06.2,232,232,39.85,1:56.3,-0.25,2:06.2,44.34,1:57.86,-0.19
Kevin Schuetz,1055,3:05.5,186,186,21.53,3:04.54,-0.04,3:05.5,21.53,3:04.54,-0.04,9:30.2,107,107,1:38.95,10:20.94,0.51,9:30.2,1:58.79,10:34.97,0.55,C+80,119,119,34.94,25:36.09,,30:00,2:17.38,30:44.56,0.32,2:25.6,127,127,24,2:19.73,-0.24,2:25.6,34.24,2:37.26,0.34,,308,308,,,,,,,,15:27.6,187,187,1:16.23,13:53.46,-1.23,15:27.6,1:35.89,14:45.35,-0.44,1:21.9,21,21,39.85,1:56.3,0.86,1:21.9,44.34,1:57.86,0.81
Andrew Kuechler,1057,3:17.8,241,241,21.53,3:04.54,-0.62,3:17.8,21.53,3:04.54,-0.62,9:45.4,126,126,1:38.95,10:20.94,0.36,9:45.4,1:58.79,10:34.97,0.42,25:51.1,5,5,34.94,25:36.09,-0.43,25:51.1,2:17.38,30:44.56,2.14,2:01.9,55,55,24,2:19.73,0.74,2:01.9,34.24,2:37.26,1.03,225,246,246,18.35,241.5,-0.9,225.0,18.35,241.5,-0.9,15:11.0,168,168,1:16.23,13:53.46,-1.02,15:11,1:35.89,14:45.35,-0.27,1:59.9,216,216,39.85,1:56.3,-0.09,1:59.9,44.34,1:57.86,-0.05
Craig Williams,1058,2:44.9,66,66,21.53,3:04.54,0.91,2:44.9,21.53,3:04.54,0.91,8:22.5,36,36,1:38.95,10:20.94,1.2,8:22.5,1:58.79,10:34.97,1.12,C+99,189,189,34.94,25:36.09,,30:57,2:17.38,30:44.56,-0.09,C+4,250,250,24,2:19.73,,3:04,34.24,2:37.26,-0.78,237,167,167,18.35,241.5,-0.25,237.0,18.35,241.5,-0.25,C+53,302,302,1:16.23,13:53.46,,16:53,1:35.89,14:45.35,-1.33,1:24.7,48,48,39.85,1:56.3,0.79,1:24.7,44.34,1:57.86,0.75
Nick Bloch,1060,2:31.2,9,9,21.53,3:04.54,1.55,2:31.2,21.53,3:04.54,1.55,10:16.7,166,166,1:38.95,10:20.94,0.04,10:16.7,1:58.79,10:34.97,0.15,C+92,157,157,34.94,25:36.09,,30:36,2:17.38,30:44.56,0.06,2:49.1,188,188,24,2:19.73,-1.22,2:49.1,34.24,2:37.26,-0.35,,308,308,,,,,,,,15:07.2,159,159,1:16.23,13:53.46,-0.97,15:07.2,1:35.89,14:45.35,-0.23,1:27.1,73,73,39.85,1:56.3,0.73,1:27.1,44.34,1:57.86,0.69
Taylor Yaffee,1063,3:01.8,165,165,21.53,3:04.54,0.13,3:01.8,21.53,3:04.54,0.13,9:31.9,112,112,1:38.95,10:20.94,0.5,9:31.9,1:58.79,10:34.97,0.53,C+91,153,153,34.94,25:36.09,,30:33,2:17.38,30:44.56,0.08,2:23.2,118,118,24,2:19.73,-0.14,2:23.2,34.24,2:37.26,0.41,247,103,103,18.35,241.5,0.3,247.0,18.35,241.5,0.3,15:54.2,207,207,1:16.23,13:53.46,-1.58,15:54.2,1:35.89,14:45.35,-0.72,1:56.2,205,205,39.85,1:56.3,0.0,1:56.2,44.34,1:57.86,0.04
Matt Chan,1064,3:00.0,158,158,21.53,3:04.54,0.21,3:00,21.53,3:04.54,0.21,10:23.3,171,171,1:38.95,10:20.94,-0.02,10:23.3,1:58.79,10:34.97,0.1,C+94,167,167,34.94,25:36.09,,30:42,2:17.38,30:44.56,0.02,2:45.0,177,177,24,2:19.73,-1.05,2:45,34.24,2:37.26,-0.23,245,121,121,18.35,241.5,0.19,245.0,18.35,241.5,0.19,C+1,211,211,1:16.23,13:53.46,,16:01,1:35.89,14:45.35,-0.79,1:25.5,59,59,39.85,1:56.3,0.77,1:25.5,44.34,1:57.86,0.73
Adam Vinson,1069,3:13.0,219,219,21.53,3:04.54,-0.39,3:13,21.53,3:04.54,-0.39,12:46.8,284,284,1:38.95,10:20.94,-1.47,12:46.8,1:58.79,10:34.97,-1.11,C+99,189,189,34.94,25:36.09,,30:57,2:17.38,30:44.56,-0.09,C+2,231,231,24,2:19.73,,3:02,34.24,2:37.26,-0.72,271,18,18,18.35,241.5,1.61,271.0,18.35,241.5,1.61,13:23.5,76,76,1:16.23,13:53.46,0.39,13:23.5,1:35.89,14:45.35,0.85,1:25.0,52,52,39.85,1:56.3,0.79,1:25,44.34,1:57.86,0.74
Mikko Aronpää,1085,2:47.6,75,75,21.53,3:04.54,0.79,2:47.6,21.53,3:04.54,0.79,11:52.6,259,259,1:38.95,10:20.94,-0.93,11:52.6,1:58.79,10:34.97,-0.65,C+51,46,46,34.94,25:36.09,,28:33,2:17.38,30:44.56,0.96,2:13.1,90,90,24,2:19.73,0.28,2:13.1,34.24,2:37.26,0.71,251,86,86,18.35,241.5,0.52,251.0,18.35,241.5,0.52,C+52,300,300,1:16.23,13:53.46,,16:52,1:35.89,14:45.35,-1.32,2:05.3,229,229,39.85,1:56.3,-0.23,2:05.3,44.34,1:57.86,-0.17
Joel Munro,1086,3:03.5,173,173,21.53,3:04.54,0.05,3:03.5,21.53,3:04.54,0.05,9:53.7,137,137,1:38.95,10:20.94,0.28,9:53.7,1:58.79,10:34.97,0.35,C+63,71,71,34.94,25:36.09,,29:09,2:17.38,30:44.56,0.7,2:34.7,147,147,24,2:19.73,-0.62,2:34.7,34.24,2:37.26,0.07,230,224,224,18.35,241.5,-0.63,230.0,18.35,241.5,-0.63,11:51.8,18,18,1:16.23,13:53.46,1.6,11:51.8,1:35.89,14:45.35,1.81,4:58.8,316,316,39.85,1:56.3,-4.58,4:58.8,44.34,1:57.86,-4.08
Sean Brickwood,1086,3:02.8,169,169,21.53,3:04.54,0.08,3:02.8,21.53,3:04.54,0.08,8:15.3,27,27,1:38.95,10:20.94,1.27,8:15.3,1:58.79,10:34.97,1.18,C+71,93,93,34.94,25:36.09,,29:33,2:17.38,30:44.56,0.52,2:45.5,178,178,24,2:19.73,-1.07,2:45.5,34.24,2:37.26,-0.24,226,239,239,18.35,241.5,-0.85,226.0,18.35,241.5,-0.85,15:17.9,174,174,1:16.23,13:53.46,-1.11,15:17.9,1:35.89,14:45.35,-0.34,1:56.5,206,206,39.85,1:56.3,-0.01,1:56.5,44.34,1:57.86,0.03
Darwin Aaron Perez-Robledo,1090,2:49.7,85,85,21.53,3:04.54,0.69,2:49.7,21.53,3:04.54,0.69,9:37.0,118,118,1:38.95,10:20.94,0.44,9:37,1:58.79,10:34.97,0.49,C+123,272,272,34.94,25:36.09,,32:55,2:17.38,30:44.56,-0.95,2:22.3,116,116,24,2:19.73,-0.11,2:22.3,34.24,2:37.26,0.44,235,195,195,18.35,241.5,-0.35,235.0,18.35,241.5,-0.35,C+4,241,241,1:16.23,13:53.46,,16:04,1:35.89,14:45.35,-0.82,1:25.9,63,63,39.85,1:56.3,0.76,1:25.9,44.34,1:57.86,0.72
Steven Fisher,1090,2:38.4,31,31,21.53,3:04.54,1.21,2:38.4,21.53,3:04.54,1.21,9:51.4,131,131,1:38.95,10:20.94,0.3,9:51.4,1:58.79,10:34.97,0.37,C+110,222,222,34.94,25:36.09,,31:50,2:17.38,30:44.56,-0.48,2:23.3,120,120,24,2:19.73,-0.15,2:23.3,34.24,2:37.26,0.41,241,145,145,18.35,241.5,-0.03,241.0,18.35,241.5,-0.03,15:48.3,202,202,1:16.23,13:53.46,-1.51,15:48.3,1:35.89,14:45.35,-0.66,2:09.8,239,239,39.85,1:56.3,-0.34,2:09.8,44.34,1:57.86,-0.27
Zachary Moran,1096,2:24.0,3,3,21.53,3:04.54,1.88,2:24,21.53,3:04.54,1.88,10:44.2,195,195,1:38.95,10:20.94,-0.24,10:44.2,1:58.79,10:34.97,-0.08,C+72,99,99,34.94,25:36.09,,29:36,2:17.38,30:44.56,0.5,1:25.9,3,3,24,2:19.73,2.24,1:25.9,34.24,2:37.26,2.08,230,224,224,18.35,241.5,-0.63,230.0,18.35,241.5,-0.63,C+9,271,271,1:16.23,13:53.46,,16:09,1:35.89,14:45.35,-0.87,3:27.2,301,301,39.85,1:56.3,-2.28,3:27.2,44.34,1:57.86,-2.02
Mitch Wagner,1097,3:55.2,318,318,21.53,3:04.54,-2.35,3:55.2,21.53,3:04.54,-2.35,8:54.1,60,60,1:38.95,10:20.94,0.88,8:54.1,1:58.79,10:34.97,0.85,C+34,27,27,34.94,25:36.09,,27:42,2:17.38,30:44.56,1.33,2:42.5,165,165,24,2:19.73,-0.95,2:42.5,34.24,2:37.26,-0.15,220,272,272,18.35,241.5,-1.17,220.0,18.35,241.5,-1.17,14:07.9,112,112,1:16.23,13:53.46,-0.19,14:07.9,1:35.89,14:45.35,0.39,1:39.9,143,143,39.85,1:56.3,0.41,1:39.9,44.34,1:57.86,0.41
Matt Reilly,1097,2:59.0,147,147,21.53,3:04.54,0.26,2:59,21.53,3:04.54,0.26,8:55.3,63,63,1:38.95,10:20.94,0.87,8:55.3,1:58.79,10:34.97,0.84,25:50.3,4,4,34.94,25:36.09,-0.41,25:50.3,2:17.38,30:44.56,2.14,2:36.9,155,155,24,2:19.73,-0.72,2:36.9,34.24,2:37.26,0.01,236,183,183,18.35,241.5,-0.3,236.0,18.35,241.5,-0.3,C+9,271,271,1:16.23,13:53.46,,16:09,1:35.89,14:45.35,-0.87,2:36.8,274,274,39.85,1:56.3,-1.02,2:36.8,44.34,1:57.86,-0.88
Lance Castle,1099,3:15.0,226,226,21.53,3:04.54,-0.49,3:15,21.53,3:04.54,-0.49,9:42.5,123,123,1:38.95,10:20.94,0.39,9:42.5,1:58.79,10:34.97,0.44,C+116,248,248,34.94,25:36.09,,32:20,2:17.38,30:44.56,-0.69,1:38.3,9,9,24,2:19.73,1.73,1:38.3,34.24,2:37.26,1.72,227,231,231,18.35,241.5,-0.79,227.0,18.35,241.5,-0.79,14:21.5,122,122,1:16.23,13:53.46,-0.37,14:21.5,1:35.89,14:45.35,0.25,1:38.9,140,140,39.85,1:56.3,0.44,1:38.9,44.34,1:57.86,0.43
Connor Vale,1102,3:01.3,164,164,21.53,3:04.54,0.15,3:01.3,21.53,3:04.54,0.15,10:43.3,194,194,1:38.95,10:20.94,-0.23,10:43.3,1:58.79,10:34.97,-0.07,C+95,174,174,34.94,25:36.09,,30:45,2:17.38,30:44.56,-0.0,2:53.2,198,198,24,2:19.73,-1.39,2:53.2,34.24,2:37.26,-0.47,252,83,83,18.35,241.5,0.57,252.0,18.35,241.5,0.57,15:07.2,159,159,1:16.23,13:53.46,-0.97,15:07.2,1:35.89,14:45.35,-0.23,1:36.6,130,130,39.85,1:56.3,0.49,1:36.6,44.34,1:57.86,0.48
Brandon Swan,1103,3:09.5,194,194,21.53,3:04.54,-0.23,3:09.5,21.53,3:04.54,-0.23,11:05.3,221,221,1:38.95,10:20.94,-0.45,11:05.3,1:58.79,10:34.97,-0.26,C+62,67,67,34.94,25:36.09,,29:06,2:17.38,30:44.56,0.72,1:56.2,35,35,24,2:19.73,0.98,1:56.2,34.24,2:37.26,1.2,260,53,53,18.35,241.5,1.01,260.0,18.35,241.5,1.01,C+3,231,231,1:16.23,13:53.46,,16:03,1:35.89,14:45.35,-0.81,3:27.6,302,302,39.85,1:56.3,-2.29,3:27.6,44.34,1:57.86,-2.02
Will Kane,1105,3:33.1,290,290,21.53,3:04.54,-1.33,3:33.1,21.53,3:04.54,-1.33,8:10.9,22,22,1:38.95,10:20.94,1.31,8:10.9,1:58.79,10:34.97,1.21,C+44,39,39,34.94,25:36.09,,28:12,2:17.38,30:44.56,1.11,1:46.0,21,21,24,2:19.73,1.41,1:46,34.24,2:37.26,1.5,225,246,246,18.35,241.5,-0.9,225.0,18.35,241.5,-0.9,C+6,263,263,1:16.23,13:53.46,,16:06,1:35.89,14:45.35,-0.84,2:02.2,224,224,39.85,1:56.3,-0.15,2:02.2,44.34,1:57.86,-0.1
Vinny Casey,1108,3:09.3,193,193,21.53,3:04.54,-0.22,3:09.3,21.53,3:04.54,-0.22,10:35.5,184,184,1:38.95,10:20.94,-0.15,10:35.5,1:58.79,10:34.97,-0.0,C+91,153,153,34.94,25:36.09,,30:33,2:17.38,30:44.56,0.08,1:36.9,8,8,24,2:19.73,1.78,1:36.9,34.24,2:37.26,1.76,225,246,246,18.35,241.5,-0.9,225.0,18.35,241.5,-0.9,15:16.1,172,172,1:16.23,13:53.46,-1.08,15:16.1,1:35.89,14:45.35,-0.32,1:41.8,152,152,39.85,1:56.3,0.36,1:41.8,44.34,1:57.86,0.36
Kyle Ruth,1110,2:59.0,147,147,21.53,3:04.54,0.26,2:59,21.53,3:04.54,0.26,8:13.8,25,25,1:38.95,10:20.94,1.28,8:13.8,1:58.79,10:34.97,1.19,C+122,268,268,34.94,25:36.09,,32:50,2:17.38,30:44.56,-0.91,C+9,284,284,24,2:19.73,,3:09,34.24,2:37.26,-0.93,255,72,72,18.35,241.5,0.74,255.0,18.35,241.5,0.74,15:16.8,173,173,1:16.23,13:53.46,-1.09,15:16.8,1:35.89,14:45.35,-0.33,1:39.0,141,141,39.85,1:56.3,0.43,1:39,44.34,1:57.86,0.43
Jonathan Gibson,1114,2:40.6,42,42,21.53,3:04.54,1.11,2:40.6,21.53,3:04.54,1.11,8:51.5,57,57,1:38.95,10:20.94,0.9,8:51.5,1:58.79,10:34.97,0.87,C+46,41,41,34.94,25:36.09,,28:18,2:17.38,30:44.56,1.07,2:44.4,171,171,24,2:19.73,-1.03,2:44.4,34.24,2:37.26,-0.21,230,224,224,18.35,241.5,-0.63,230.0,18.35,241.5,-0.63,C+50,295,295,1:16.23,13:53.46,,16:50,1:35.89,14:45.35,-1.3,2:50.0,284,284,39.85,1:56.3,-1.35,2:50,44.34,1:57.86,-1.18
Sigurður Hafsteinn Jónsson,1114,3:05.0,183,183,21.53,3:04.54,-0.02,3:05,21.53,3:04.54,-0.02,10:47.3,201,201,1:38.95,10:20.94,-0.27,10:47.3,1:58.79,10:34.97,-0.1,C+76,113,113,34.94,25:36.09,,29:48,2:17.38,30:44.56,0.41,2:20.3,114,114,24,2:19.73,-0.02,2:20.3,34.24,2:37.26,0.5,235,195,195,18.35,241.5,-0.35,235.0,18.35,241.5,-0.35,14:16.6,119,119,1:16.23,13:53.46,-0.3,14:16.6,1:35.89,14:45.35,0.3,1:50.2,189,189,39.85,1:56.3,0.15,1:50.2,44.34,1:57.86,0.17
Jordan Chiles,1118,2:49.8,86,86,21.53,3:04.54,0.68,2:49.8,21.53,3:04.54,0.68,10:59.3,217,217,1:38.95,10:20.94,-0.39,10:59.3,1:58.79,10:34.97,-0.2,C+129,287,287,34.94,25:36.09,,33:25,2:17.38,30:44.56,-1.17,2:50.3,189,189,24,2:19.73,-1.27,2:50.3,34.24,2:37.26,-0.38,262,38,38,18.35,241.5,1.12,262.0,18.35,241.5,1.12,14:26.4,125,125,1:16.23,13:53.46,-0.43,14:26.4,1:35.89,14:45.35,0.2,1:45.9,176,176,39.85,1:56.3,0.26,1:45.9,44.34,1:57.86,0.27
Michael Mikaere,1125,2:58.8,143,143,21.53,3:04.54,0.27,2:58.8,21.53,3:04.54,0.27,10:13.5,163,163,1:38.95,10:20.94,0.08,10:13.5,1:58.79,10:34.97,0.18,C+40,35,35,34.94,25:36.09,,28:00,2:17.38,30:44.56,1.2,2:44.7,174,174,24,2:19.73,-1.04,2:44.7,34.24,2:37.26,-0.22,238,166,166,18.35,241.5,-0.19,238.0,18.35,241.5,-0.19,C+3,231,231,1:16.23,13:53.46,,16:03,1:35.89,14:45.35,-0.81,1:59.7,213,213,39.85,1:56.3,-0.09,1:59.7,44.34,1:57.86,-0.04
Chris Shimley,1132,3:11.9,209,209,21.53,3:04.54,-0.34,3:11.9,21.53,3:04.54,-0.34,9:50.5,129,129,1:38.95,10:20.94,0.31,9:50.5,1:58.79,10:34.97,0.37,C+91,153,153,34.94,25:36.09,,30:33,2:17.38,30:44.56,0.08,C+30,305,305,24,2:19.73,,3:30,34.24,2:37.26,-1.54,267,25,25,18.35,241.5,1.39,267.0,18.35,241.5,1.39,15:52.9,206,206,1:16.23,13:53.46,-1.57,15:52.9,1:35.89,14:45.35,-0.7,1:32.3,105,105,39.85,1:56.3,0.6,1:32.3,44.34,1:57.86,0.58
Josh Golden,1132,2:58.4,140,140,21.53,3:04.54,0.29,2:58.4,21.53,3:04.54,0.29,9:08.2,78,78,1:38.95,10:20.94,0.74,9:08.2,1:58.79,10:34.97,0.73,C+59,55,55,34.94,25:36.09,,28:57,2:17.38,30:44.56,0.78,2:44.6,172,172,24,2:19.73,-1.04,2:44.6,34.24,2:37.26,-0.21,210,289,289,18.35,241.5,-1.72,210.0,18.35,241.5,-1.72,14:50.1,152,152,1:16.23,13:53.46,-0.74,14:50.1,1:35.89,14:45.35,-0.05,2:13.2,246,246,39.85,1:56.3,-0.42,2:13.2,44.34,1:57.86,-0.35
Landon Walker,1134,3:09.6,195,195,21.53,3:04.54,-0.24,3:09.6,21.53,3:04.54,-0.24,8:27.5,39,39,1:38.95,10:20.94,1.15,8:27.5,1:58.79,10:34.97,1.07,C+31,22,22,34.94,25:36.09,,27:33,2:17.38,30:44.56,1.39,C+40,308,308,24,2:19.73,,3:40,34.24,2:37.26,-1.83,215,280,280,18.35,241.5,-1.44,215.0,18.35,241.5,-1.44,14:38.3,140,140,1:16.23,13:53.46,-0.59,14:38.3,1:35.89,14:45.35,0.07,1:41.5,150,150,39.85,1:56.3,0.37,1:41.5,44.34,1:57.86,0.37
Dusty Sulon,1138,3:18.4,243,243,21.53,3:04.54,-0.64,3:18.4,21.53,3:04.54,-0.64,7:42.7,6,6,1:38.95,10:20.94,1.6,7:42.7,1:58.79,10:34.97,1.45,C+94,167,167,34.94,25:36.09,,30:42,2:17.38,30:44.56,0.02,2:48.8,187,187,24,2:19.73,-1.21,2:48.8,34.24,2:37.26,-0.34,226,239,239,18.35,241.5,-0.85,226.0,18.35,241.5,-0.85,15:09.1,163,163,1:16.23,13:53.46,-0.99,15:09.1,1:35.89,14:45.35,-0.25,1:36.9,133,133,39.85,1:56.3,0.49,1:36.9,44.34,1:57.86,0.47
Ryan Laframboise,1142,3:17.7,240,240,21.53,3:04.54,-0.61,3:17.7,21.53,3:04.54,-0.61,10:06.6,152,152,1:38.95,10:20.94,0.14,10:06.6,1:58.79,10:34.97,0.24,C+102,195,195,34.94,25:36.09,,31:10,2:17.38,30:44.56,-0.19,2:01.6,52,52,24,2:19.73,0.76,2:01.6,34.24,2:37.26,1.04,205,293,293,18.35,241.5,-1.99,205.0,18.35,241.5,-1.99,12:41.2,41,41,1:16.23,13:53.46,0.95,12:41.2,1:35.89,14:45.35,1.29,1:44.5,169,169,39.85,1:56.3,0.3,1:44.5,44.34,1:57.86,0.3
Casey Haines,1143,3:13.3,220,220,21.53,3:04.54,-0.41,3:13.3,21.53,3:04.54,-0.41,11:09.2,224,224,1:38.95,10:20.94,-0.49,11:09.2,1:58.79,10:34.97,-0.29,C+94,167,167,34.94,25:36.09,,30:42,2:17.38,30:44.56,0.02,C+1,223,223,24,2:19.73,,3:01,34.24,2:37.26,-0.69,275,8,8,18.35,241.5,1.83,275.0,18.35,241.5,1.83,15:34.4,191,191,1:16.23,13:53.46,-1.32,15:34.4,1:35.89,14:45.35,-0.51,1:33.6,110,110,39.85,1:56.3,0.57,1:33.6,44.34,1:57.86,0.55
Brandon Massie,1145,3:09.8,197,197,21.53,3:04.54,-0.24,3:09.8,21.53,3:04.54,-0.24,11:17.1,230,230,1:38.95,10:20.94,-0.57,11:17.1,1:58.79,10:34.97,-0.35,C+60,60,60,34.94,25:36.09,,29:00,2:17.38,30:44.56,0.76,C+2,231,231,24,2:19.73,,3:02,34.24,2:37.26,-0.72,242,140,140,18.35,241.5,0.03,242.0,18.35,241.5,0.03,13:33.1,85,85,1:16.23,13:53.46,0.27,13:33.1,1:35.89,14:45.35,0.75,1:55.4,202,202,39.85,1:56.3,0.02,1:55.4,44.34,1:57.86,0.06
Samuel Kwant,1149,3:07.4,188,188,21.53,3:04.54,-0.13,3:07.4,21.53,3:04.54,-0.13,8:57.8,65,65,1:38.95,10:20.94,0.84,8:57.8,1:58.79,10:34.97,0.82,C+80,119,119,34.94,25:36.09,,30:00,2:17.38,30:44.56,0.32,2:44.6,172,172,24,2:19.73,-1.04,2:44.6,34.24,2:37.26,-0.21,237,167,167,18.35,241.5,-0.25,237.0,18.35,241.5,-0.25,15:25.7,185,185,1:16.23,13:53.46,-1.21,15:25.7,1:35.89,14:45.35,-0.42,2:16.5,253,253,39.85,1:56.3,-0.51,2:16.5,44.34,1:57.86,-0.42
Zach Baker,1151,3:53.8,317,317,21.53,3:04.54,-2.29,3:53.8,21.53,3:04.54,-2.29,9:51.7,132,132,1:38.95,10:20.94,0.3,9:51.7,1:58.79,10:34.97,0.36,C+113,238,238,34.94,25:36.09,,32:05,2:17.38,30:44.56,-0.59,2:05.1,65,65,24,2:19.73,0.61,2:05.1,34.24,2:37.26,0.94,225,246,246,18.35,241.5,-0.9,225.0,18.35,241.5,-0.9,13:59.8,105,105,1:16.23,13:53.46,-0.08,13:59.8,1:35.89,14:45.35,0.48,1:24.7,48,48,39.85,1:56.3,0.79,1:24.7,44.34,1:57.86,0.75
Dylan Kelly,1165,2:54.2,117,117,21.53,3:04.54,0.48,2:54.2,21.53,3:04.54,0.48,11:57.9,263,263,1:38.95,10:20.94,-0.98,11:57.9,1:58.79,10:34.97,-0.7,C+88,145,145,34.94,25:36.09,,30:24,2:17.38,30:44.56,0.15,C+30,305,305,24,2:19.73,,3:30,34.24,2:37.26,-1.54,265,31,31,18.35,241.5,1.28,265.0,18.35,241.5,1.28,15:31.0,188,188,1:16.23,13:53.46,-1.28,15:31,1:35.89,14:45.35,-0.48,1:34.4,116,116,39.85,1:56.3,0.55,1:34.4,44.34,1:57.86,0.53
Hayden LaVanda,1169,3:16.6,234,234,21.53,3:04.54,-0.56,3:16.6,21.53,3:04.54,-0.56,9:26.2,101,101,1:38.95,10:20.94,0.55,9:26.2,1:58.79,10:34.97,0.58,C+68,80,80,34.94,25:36.09,,29:24,2:17.38,30:44.56,0.59,2:54.1,204,204,24,2:19.73,-1.43,2:54.1,34.24,2:37.26,-0.49,236,183,183,18.35,241.5,-0.3,236.0,18.35,241.5,-0.3,C+4,241,241,1:16.23,13:53.46,,16:04,1:35.89,14:45.35,-0.82,1:36.0,126,126,39.85,1:56.3,0.51,1:36,44.34,1:57.86,0.49
Joe Johnson,1176,3:24.9,262,262,21.53,3:04.54,-0.95,3:24.9,21.53,3:04.54,-0.95,9:43.0,125,125,1:38.95,10:20.94,0.38,9:43,1:58.79,10:34.97,0.44,C+44,39,39,34.94,25:36.09,,28:12,2:17.38,30:44.56,1.11,C+2,231,231,24,2:19.73,,3:02,34.24,2:37.26,-0.72,247,103,103,18.35,241.5,0.3,247.0,18.35,241.5,0.3,C+55,306,306,1:16.23,13:53.46,,16:55,1:35.89,14:45.35,-1.35,1:33.6,110,110,39.85,1:56.3,0.57,1:33.6,44.34,1:57.86,0.55
Dylan Weller,1197,2:56.9,130,130,21.53,3:04.54,0.35,2:56.9,21.53,3:04.54,0.35,10:07.9,155,155,1:38.95,10:20.94,0.13,10:07.9,1:58.79,10:34.97,0.23,C+63,71,71,34.94,25:36.09,,29:09,2:17.38,30:44.56,0.7,C+1,223,223,24,2:19.73,,3:01,34.24,2:37.26,-0.69,240,156,156,18.35,241.5,-0.08,240.0,18.35,241.5,-0.08,C+1,211,211,1:16.23,13:53.46,,16:01,1:35.89,14:45.35,-0.79,2:15.9,251,251,39.85,1:56.3,-0.49,2:15.9,44.34,1:57.86,-0.41
